data_year,state_name,total_agencies,participation_agencies,participating_agencies_pct,nibrs_participating_agencies,nibrs_participating_agencies,covered_agencies,covered_pct,total_population,nibrs_population
2021,Delaware,78,62,0.79,62,1.00,0,0,1019453,1003384
1979,Massachusetts,420,339,0.81,0,0,0,0,5780498,0
1961,Delaware,14,12,0.86,0,0,0,0,453611,0
1967,Missouri,264,193,0.73,0,0,0,0,4684707,0
1969,Vermont,44,29,0.66,0,0,0,0,439000,0
1962,Michigan,281,265,0.94,0,0,0,0,8000087,0
1997,North Carolina,759,478,0.63,0,0,0,0,7449904,0
1994,Arizona,108,92,0.85,0,0,0,0,4090962,0
1983,Washington,209,168,0.80,0,0,0,0,4308192,0
1962,Kansas,198,185,0.93,0,0,0,0,2229579,0
1994,Maine,196,179,0.91,0,0,0,0,1266050,0
2021,Georgia,800,459,0.57,458,1.00,0,0,11074446,9906553
1985,Massachusetts,423,280,0.66,0,0,0,0,5849832,0
1964,District of Columbia,1,1,1.00,0,0,0,0,808000,0
1970,Massachusetts,267,208,0.78,0,0,0,0,5710123,0
2009,Idaho,138,110,0.80,107,0.97,0,0,1599174,1543741
1999,Nebraska,322,251,0.78,9,0.04,0,0,1762297,202004
2009,Georgia,774,540,0.70,0,0,0,0,9886620,0
2022,Canal Zone,0,0,0,0,0,0,0,0,0
2021,Colorado,301,237,0.79,237,1.00,0,0,5872981,5795425
1995,California,836,743,0.89,0,0,1,0.00,31854695,0
1976,Idaho,107,95,0.89,0,0,2,0.02,851500,0
1969,Hawaii,14,7,0.50,0,0,0,0,800387,0
2009,Rhode Island,50,49,0.98,47,0.96,0,0,1059442,1052173
2018,US Virgin Islands,3,1,0.33,0,0,0,0,0,0
1971,Vermont,48,28,0.58,0,0,0,0,458000,0
1976,Montana,97,76,0.78,0,0,0,0,764617,0
1997,North Dakota,113,89,0.79,78,0.88,0,0,652483,488128
2022,Idaho,144,111,0.77,111,1.00,0,0,2024650,1938529
1971,Rhode Island,51,42,0.82,0,0,0,0,960000,0
2014,Massachusetts,436,363,0.83,306,0.84,0,0,6756717,5859977
1993,Pennsylvania,1404,1036,0.74,0,0,2,0.00,12440110,0
2018,Louisiana,308,198,0.64,39,0.20,0,0,4719808,974907
2013,Nebraska,327,220,0.67,68,0.31,0,0,1936716,686383
1974,Tennessee,189,120,0.63,0,0,0,0,4169520,0
1993,Colorado,272,227,0.83,1,0.00,0,0,3597405,31698
2004,Illinois,946,7,0.01,1,0.14,0,0,12779604,152446
2019,North Dakota,143,109,0.76,105,0.96,1,0.01,789872,761894
2015,South Dakota,183,124,0.68,116,0.94,0,0,895557,797431
1996,District of Columbia,1,1,1.00,0,0,0,0,543000,0
2013,US Virgin Islands,2,0,0,0,0,0,0,0,0
1961,Vermont,35,26,0.74,0,0,0,0,389881,0
1993,North Dakota,109,91,0.83,80,0.88,0,0,646385,506611
1997,Maine,193,179,0.93,0,0,0,0,1268079,0
2012,Guam,1,1,1.00,0,0,0,0,0,0
2009,Puerto Rico,1,0,0,0,0,0,0,0,0
1962,Texas,508,388,0.76,0,0,2,0.01,9336493,0
2015,Delaware,80,62,0.78,62,1.00,0,0,962461,945934
2011,Utah,167,128,0.77,66,0.52,1,0.01,2947790,2103514
1975,Louisiana,167,130,0.78,0,0,0,0,3983885,0
2016,US Virgin Islands,3,2,0.67,0,0,0,0,0,0
1973,California,545,503,0.92,0,0,0,0,20842166,0
2001,Michigan,788,624,0.79,605,0.97,0,0,10287311,8107008
1980,Puerto Rico,2,1,0.50,0,0,0,0,3045000,0
2000,Colorado,269,204,0.76,139,0.68,1,0.00,4333212,2467822
1964,New York,428,363,0.85,0,0,1,0.00,18788802,0
2021,West Virginia,472,251,0.53,251,1.00,0,0,1795766,1596352
2000,Idaho,140,121,0.86,117,0.97,0,0,1326951,1285614
1973,Kansas,212,190,0.90,0,0,0,0,2296660,0
2006,District of Columbia,2,2,1.00,1,0.50,0,0,581530,0
2013,Idaho,138,111,0.80,108,0.97,0,0,1668485,1611676
1964,South Dakota,94,83,0.88,0,0,0,0,715008,0
1964,Alaska,7,6,0.86,0,0,0,0,250000,0
1993,Oregon,278,208,0.75,0,0,0,0,3061194,0
1974,Arkansas,168,99,0.59,0,0,0,0,2065221,0
1967,Wisconsin,209,191,0.91,0,0,0,0,4212202,0
1994,Kansas,373,1,0.00,0,0,0,0,2555019,0
1964,Louisiana,153,99,0.65,0,0,0,0,3683184,0
1990,Florida,741,439,0.59,0,0,0,0,12973660,0
2000,Texas,1021,950,0.93,21,0.02,0,0,20934833,745639
2012,New Mexico,136,115,0.85,0,0,0,0,2089244,0
1973,Maryland,95,68,0.72,0,0,0,0,4179627,0
1961,Canal Zone,1,1,1.00,0,0,0,0,42122,0
2015,Kentucky,519,430,0.83,427,0.99,56,0.13,4463784,4413928
2011,Idaho,138,112,0.81,109,0.97,0,0,1640433,1584985
1974,Iowa,213,173,0.81,0,0,0,0,2867843,0
2016,Oregon,297,214,0.72,181,0.85,0,0,4212572,3675941
1970,Kentucky,284,281,0.99,0,0,0,0,3219311,0
1975,Puerto Rico,2,1,0.50,0,0,0,0,3045000,0
1998,Rhode Island,54,46,0.85,0,0,0,0,994135,0
1995,Texas,970,916,0.94,0,0,0,0,18817790,0
2006,Kentucky,459,337,0.73,20,0.06,0,0,4232421,263292
1972,New Mexico,76,64,0.84,0,0,0,0,1124058,0
1993,Maryland,180,153,0.85,0,0,0,0,5096954,0
1992,New Jersey,618,519,0.84,0,0,0,0,7823043,0
2011,South Carolina,536,350,0.65,350,1.00,0,0,4704025,4671548
2006,Connecticut,121,103,0.85,71,0.69,0,0,3587033,2237238
1979,Wyoming,67,66,0.99,0,0,0,0,450000,0
1999,Indiana,355,254,0.72,0,0,0,0,5957410,0
1993,Kansas,373,4,0.01,0,0,0,0,2532011,0
1974,Missouri,289,198,0.69,0,0,0,0,4864052,0
1962,New York,357,295,0.83,0,0,2,0.01,18184766,0
1974,Wyoming,48,37,0.77,0,0,0,0,372219,0
2003,Alaska,44,33,0.75,0,0,0,0,648921,0
1963,Michigan,284,269,0.95,0,0,2,0.01,8139577,0
2003,New York,945,677,0.72,0,0,0,0,21018067,0
1994,Wisconsin,351,331,0.94,0,0,0,0,5119155,0
1985,Oregon,280,254,0.91,0,0,0,0,2705468,0
1974,Puerto Rico,1,0,0,0,0,0,0,2689932,0
1991,Pennsylvania,1401,1074,0.77,0,0,2,0.00,12344828,0
2015,Wyoming,83,58,0.70,0,0,0,0,595889,0
1980,Arkansas,218,208,0.95,0,0,0,0,2284037,0
1968,Colorado,117,102,0.87,0,0,0,0,2107541,0
1985,Texas,851,793,0.93,0,0,3,0.00,16495601,0
1969,Virginia,183,122,0.67,0,0,0,0,4717182,0
2008,New Jersey,613,547,0.89,0,0,0,0,8726828,0
1996,Delaware,62,50,0.81,0,0,0,0,744781,0
2005,Rhode Island,49,48,0.98,45,0.94,0,0,1082452,897755
1972,Washington,132,122,0.92,0,0,1,0.01,3467832,0
1975,Florida,373,357,0.96,0,0,0,0,8369590,0
1991,Connecticut,116,100,0.86,0,0,0,0,3370840,0
1974,Idaho,96,88,0.92,0,0,0,0,811671,0
1983,Puerto Rico,2,0,0,0,0,0,0,0,0
2007,North Carolina,579,432,0.75,0,0,0,0,9095201,0
1978,Michigan,648,566,0.87,0,0,2,0.00,9350292,0
2020,Canal Zone,0,0,0,0,0,0,0,0,0
2017,Oklahoma,478,418,0.87,357,0.85,0,0,3955379,1867850
2021,Connecticut,126,107,0.85,107,1.00,0,0,3662022,3605597
2017,Guam,3,1,0.33,0,0,0,0,0,0
1961,Georgia,283,179,0.63,0,0,1,0.01,3984144,0
2003,California,764,727,0.95,0,0,0,0,35592667,0
2007,Kansas,434,360,0.83,349,0.97,2,0.01,2856095,2135566
1968,Ohio,410,349,0.85,0,0,0,0,10610770,0
1969,Puerto Rico,1,0,0,0,0,0,0,2712000,0
2018,District of Columbia,3,3,1.00,1,0.33,0,0,702455,0
2014,South Carolina,552,443,0.80,443,1.00,1,0.00,4856207,4820052
1961,Ohio,381,365,0.96,0,0,0,0,9422531,0
2015,Minnesota,438,388,0.89,0,0,2,0.01,5717579,0
1999,New Jersey,619,517,0.84,0,0,0,0,8188146,0
1965,Puerto Rico,1,1,1.00,0,0,0,0,2631489,0
1987,Colorado,274,228,0.83,0,0,0,0,3328320,0
2004,Alabama,431,315,0.73,0,0,0,0,4550680,0
1979,Nevada,36,33,0.92,0,0,0,0,702000,0
1968,Pennsylvania,670,493,0.74,0,0,2,0.00,11887025,0
2013,Nevada,58,52,0.90,0,0,0,0,2796911,0
2013,Wyoming,81,62,0.77,0,0,0,0,590427,0
2012,Wisconsin,432,387,0.90,79,0.20,0,0,5824355,2203119
1980,California,624,593,0.95,0,0,0,0,23644324,0
1979,Texas,764,716,0.94,0,0,0,0,13473007,0
1982,Ohio,578,449,0.78,0,0,1,0.00,11035040,0
1964,Florida,212,167,0.79,0,0,0,0,5807588,0
1972,Georgia,290,136,0.47,0,0,1,0.01,4818946,0
2007,Texas,1075,1000,0.93,39,0.04,1,0.00,23977218,2644289
2005,Pennsylvania,1545,981,0.63,0,0,0,0,12970259,0
1962,South Carolina,120,85,0.71,0,0,0,0,2475911,0
1965,Nebraska,139,124,0.89,0,0,0,0,1492639,0
1989,New Mexico,111,72,0.65,0,0,0,0,1548271,0
1987,Massachusetts,423,274,0.65,0,0,0,0,5884226,0
1966,New Hampshire,58,45,0.78,0,0,0,0,681090,0
2018,West Virginia,471,262,0.56,262,1.00,0,0,1817569,1621370
2002,Nevada,40,35,0.88,0,0,0,0,2180572,0
1968,Utah,72,57,0.79,0,0,0,0,1073827,0
2010,Hawaii,14,4,0.29,0,0,0,0,1479842,0
1960,South Carolina,120,87,0.73,0,0,1,0.01,2419593,0
1986,South Carolina,318,205,0.64,0,0,0,0,3443321,0
2019,Oklahoma,494,436,0.88,386,0.89,2,0.00,3975796,2703949
2013,Guam,1,1,1.00,0,0,0,0,0,0
2017,Minnesota,471,410,0.87,31,0.08,6,0.01,5894269,231960
2020,Tennessee,573,463,0.81,463,1.00,0,0,6911592,6886834
2012,Alabama,467,386,0.83,27,0.07,0,0,4834334,503174
1991,South Dakota,115,94,0.82,0,0,0,0,711971,0
1988,Vermont,65,49,0.75,0,0,0,0,564545,0
2009,California,773,735,0.95,0,0,0,0,37061435,0
2018,Ohio,917,634,0.69,552,0.87,0,0,11795652,9679689
2009,Louisiana,270,194,0.72,26,0.13,0,0,4574351,492738
1991,Utah,138,104,0.75,0,0,0,0,1834157,0
1982,Wisconsin,288,260,0.90,0,0,1,0.00,4799408,0
2007,Georgia,768,524,0.68,0,0,1,0.00,9603810,0
1982,Florida,729,680,0.93,0,0,2,0.00,10542211,0
1968,Arkansas,145,73,0.50,0,0,0,0,2050883,0
1970,North Carolina,213,141,0.66,0,0,0,0,5092905,0
1971,Massachusetts,276,220,0.80,0,0,0,0,5779426,0
1977,Indiana,339,293,0.86,0,0,0,0,5342789,0
1986,Louisiana,186,117,0.63,0,0,0,0,4527564,0
1996,Texas,975,919,0.94,0,0,0,0,19220640,0
1975,Illinois,805,641,0.80,0,0,0,0,11196047,0
1960,Virginia,171,129,0.75,0,0,0,0,3851616,0
1970,Florida,220,168,0.76,0,0,0,0,6892005,0
2000,Indiana,357,266,0.75,0,0,0,0,6096020,0
1984,Missouri,317,237,0.75,0,0,0,0,5080944,0
2009,New Hampshire,234,156,0.67,155,0.99,0,0,1375160,1186650
2002,Louisiana,256,188,0.73,0,0,0,0,4529119,0
2011,Kansas,440,366,0.83,357,0.98,1,0.00,2955412,2254061
1981,Maine,136,130,0.96,0,0,0,0,1139937,0
2014,Oklahoma,441,351,0.80,268,0.76,2,0.01,3938416,1596956
1960,Montana,86,81,0.94,0,0,0,0,679448,0
2003,Guam,1,0,0,0,0,0,0,0,0
2005,Oregon,280,198,0.71,48,0.24,1,0.01,3689202,940876
1990,Iowa,232,223,0.96,0,0,0,0,2789295,0
1974,Canal Zone,1,0,0,0,0,0,0,44650,0
2007,Nevada,53,48,0.91,0,0,0,0,2571920,0
1990,Wisconsin,301,290,0.96,0,0,0,0,4916209,0
1965,Maryland,93,53,0.57,0,0,1,0.02,3608274,0
1992,Georgia,720,535,0.74,0,0,0,0,6804598,0
1965,Tennessee,178,92,0.52,0,0,0,0,3895315,0
1986,Missouri,320,241,0.75,0,0,0,0,5136721,0
1976,Maine,121,118,0.98,0,0,0,0,1072206,0
1988,Missouri,317,245,0.77,0,0,0,0,5210876,0
1980,Ohio,560,466,0.83,0,0,1,0.00,11009711,0
2006,Ohio,752,583,0.78,398,0.68,2,0.00,11698918,6817159
1966,District of Columbia,1,1,1.00,0,0,0,0,808000,0
1974,South Dakota,98,55,0.56,0,0,0,0,692712,0
1971,Arkansas,152,81,0.53,0,0,0,0,1982508,0
1976,Louisiana,174,160,0.92,0,0,0,0,3853348,0
1977,New Jersey,599,511,0.85,0,0,3,0.01,7350430,0
2010,Arkansas,300,261,0.87,261,1.00,0,0,2941161,2795223
1974,New Mexico,99,95,0.96,0,0,0,0,1122858,0
1961,Texas,567,451,0.80,0,0,2,0.00,9760209,0
1999,Kentucky,560,16,0.03,4,0.25,0,0,3971951,89389
1963,New Hampshire,46,45,0.98,0,0,0,0,626987,0
2006,Wisconsin,403,372,0.92,21,0.06,0,0,5641804,957646
1977,Rhode Island,52,42,0.81,0,0,0,0,941567,0
1967,New Jersey,457,400,0.88,0,0,0,0,7073221,0
1991,Arizona,105,89,0.85,0,0,0,0,3764985,0
2009,Maine,185,168,0.91,15,0.09,0,0,1358268,282991
2001,Tennessee,557,459,0.82,459,1.00,1,0.00,5750195,5735728
1965,Virginia,175,123,0.70,0,0,0,0,4442398,0
2021,Idaho,144,109,0.76,109,1.00,1,0.01,1977567,1889225
2014,Puerto Rico,18,0,0,0,0,0,0,0,0
1977,Alabama,373,364,0.98,0,0,0,0,3691158,0
2011,Texas,1114,1029,0.92,50,0.05,2,0.00,25756300,3074329
2012,Massachusetts,418,361,0.86,305,0.84,0,0,6657600,5738623
1963,North Dakota,68,65,0.96,0,0,0,0,634028,0
1993,Guam,1,0,0,0,0,0,0,0,0
1999,Colorado,267,215,0.81,141,0.66,0,0,4081250,2331741
2002,Colorado,271,190,0.70,132,0.69,1,0.01,4539943,2389565
2009,North Dakota,127,94,0.74,88,0.94,0,0,664127,616285
2011,Connecticut,122,104,0.85,80,0.77,0,0,3672721,2586191
2012,Rhode Island,50,49,0.98,47,0.96,0,0,1056691,1049246
1961,Nebraska,137,129,0.94,0,0,0,0,1414511,0
2015,Vermont,99,90,0.91,89,0.99,0,0,637832,626042
2020,Missouri,714,552,0.77,338,0.61,5,0.01,6250012,4896334
1985,Kansas,278,253,0.91,0,0,1,0.00,2487754,0
2021,Ohio,929,633,0.68,633,1.00,0,0,11891997,10819118
1971,Utah,76,55,0.72,0,0,0,0,1155162,0
1994,Puerto Rico,1,0,0,0,0,0,0,0,0
2021,South Carolina,538,454,0.84,454,1.00,0,0,5228459,5175570
1986,District of Columbia,1,1,1.00,0,0,0,0,626000,0
1974,Texas,631,448,0.71,0,0,0,0,12326802,0
1989,Massachusetts,415,256,0.62,0,0,0,0,5943089,0
2002,Delaware,69,52,0.75,52,1.00,3,0.06,832091,807385
1975,Missouri,292,202,0.69,0,0,0,0,4858029,0
2014,Connecticut,125,104,0.83,83,0.80,0,0,3688552,2702918
1960,Louisiana,152,89,0.59,0,0,1,0.01,3394657,0
2003,Vermont,85,69,0.81,59,0.86,1,0.01,629073,569065
2022,Ohio,935,638,0.68,637,1.00,1,0.00,11878678,10916774
1966,Canal Zone,1,0,0,0,0,0,0,43600,0
1993,Arkansas,222,183,0.82,0,0,0,0,2482991,0
2013,Louisiana,286,214,0.75,27,0.13,1,0.00,4697384,612799
1997,Missouri,340,246,0.72,0,0,0,0,5491224,0
1967,Oklahoma,173,135,0.78,0,0,0,0,2549867,0
1966,South Dakota,95,73,0.77,0,0,1,0.01,716601,0
1991,Minnesota,311,303,0.97,0,0,0,0,4448238,0
1971,Maine,105,81,0.77,0,0,0,0,1025347,0
2017,Montana,138,109,0.79,104,0.95,1,0.01,1109109,1050005
1988,Massachusetts,416,267,0.64,0,0,0,0,5900227,0
1963,Kentucky,209,171,0.82,0,0,0,0,3094883,0
1972,Pennsylvania,915,786,0.86,0,0,0,0,12095390,0
1964,Utah,69,59,0.86,0,0,0,0,1022241,0
2009,Mississippi,228,150,0.66,1,0.01,0,0,2953221,69926
2003,Texas,1048,983,0.94,28,0.03,0,0,22191199,1206211
2013,Alaska,47,33,0.70,0,0,0,0,739005,0
2010,Maine,185,167,0.90,14,0.08,1,0.01,1370677,256630
1981,Illinois,885,677,0.76,0,0,2,0.00,11494936,0
2010,New York,859,577,0.67,0,0,0,0,21307462,0
1984,Delaware,58,51,0.88,0,0,0,0,614795,0
2013,Colorado,291,229,0.79,227,0.99,0,0,5308236,5173490
1994,Pennsylvania,1441,1056,0.73,0,0,1,0.00,12456515,0
2014,Georgia,789,547,0.69,0,0,0,0,10166148,0
1963,Kansas,199,190,0.95,0,0,1,0.01,2241371,0
1963,Missouri,263,224,0.85,0,0,0,0,4406663,0
2001,North Carolina,575,448,0.78,0,0,0,0,8221148,0
2009,Colorado,282,225,0.80,165,0.73,0,0,5062934,4003326
2005,Virginia,437,398,0.91,398,1.00,0,0,7572336,7518412
1991,Alabama,398,252,0.63,0,0,0,0,4161618,0
2016,New Jersey,615,573,0.93,0,0,0,0,9005202,0
1976,Nevada,36,33,0.92,0,0,0,0,610000,0
1981,Delaware,56,53,0.95,0,0,0,0,598000,0
2016,North Carolina,595,401,0.67,0,0,0,0,10180571,0
1963,Virginia,172,139,0.81,0,0,2,0.01,4384123,0
1999,North Dakota,116,85,0.73,78,0.92,0,0,646111,489174
1984,Colorado,268,224,0.84,0,0,2,0.01,3198225,0
1997,Mississippi,219,106,0.48,0,0,0,0,2731105,0
2008,Virginia,440,408,0.93,408,1.00,1,0.00,7775680,7769089
1963,West Virginia,115,55,0.48,0,0,0,0,1780077,0
2009,Kansas,439,363,0.83,352,0.97,0,0,2900426,2196033
1984,Vermont,64,46,0.72,0,0,0,0,544102,0
1966,Kentucky,210,140,0.67,0,0,0,0,3147195,0
1969,Connecticut,99,75,0.76,0,0,0,0,3121100,0
1975,Utah,87,68,0.78,0,0,0,0,1258159,0
1998,New York,936,718,0.77,0,0,2,0.00,19964708,0
1970,South Dakota,96,68,0.71,0,0,0,0,674646,0
1981,New Mexico,120,102,0.85,0,0,0,0,1328937,0
1967,Iowa,205,179,0.87,0,0,0,0,2766257,0
1999,Delaware,68,54,0.79,0,0,0,0,774931,0
1968,Texas,575,398,0.69,0,0,0,0,11247773,0
1961,Wisconsin,204,187,0.92,0,0,0,0,4028618,0
2013,Missouri,689,623,0.90,13,0.02,6,0.01,6092552,737873
1974,Connecticut,102,70,0.69,0,0,0,0,3209957,0
1987,Alaska,36,26,0.72,0,0,0,0,525000,0
1988,New York,1019,762,0.75,0,0,0,0,19440858,0
2015,Alaska,50,32,0.64,0,0,0,0,743350,0
2012,New Jersey,616,576,0.94,0,0,0,0,8925939,0
2007,Alaska,46,34,0.74,0,0,0,0,683918,0
2010,Wyoming,81,65,0.80,0,0,0,0,570473,0
1995,New Jersey,618,517,0.84,0,0,0,0,7989740,0
1980,Maine,136,130,0.96,0,0,0,0,1131572,0
1971,Iowa,211,164,0.78,0,0,0,0,2864773,0
2004,Hawaii,14,4,0.29,0,0,0,0,1370337,0
2004,Oklahoma,370,297,0.80,0,0,0,0,3579422,0
2016,Vermont,103,90,0.87,89,0.99,4,0.04,637427,623594
1983,Louisiana,184,124,0.67,0,0,0,0,4456297,0
1964,Illinois,435,385,0.89,0,0,1,0.00,10541401,0
1985,Louisiana,185,118,0.64,0,0,0,0,4499550,0
1998,Washington,274,234,0.85,0,0,0,0,5699159,0
2010,Texas,1107,1033,0.93,44,0.04,0,0,25218692,2967343
1968,Hawaii,14,7,0.50,0,0,0,0,784085,0
1973,Indiana,333,270,0.81,0,0,0,0,5328601,0
1992,Arkansas,222,183,0.82,0,0,0,0,2460041,0
2021,Maryland,189,59,0.31,59,1.00,0,0,6366504,4148331
1991,North Carolina,742,450,0.61,0,0,0,0,6761034,0
1979,Minnesota,287,278,0.97,0,0,0,0,4073921,0
1997,Ohio,602,342,0.57,0,0,0,0,11511017,0
1966,New York,431,366,0.85,0,0,1,0.00,18865808,0
1985,Maryland,182,154,0.85,0,0,0,0,4482401,0
2012,Tennessee,572,462,0.81,462,1.00,5,0.01,6472025,6456243
2001,Missouri,342,306,0.89,0,0,0,0,5701710,0
2016,Pennsylvania,1848,1498,0.81,27,0.02,4,0.00,13557266,201462
1994,Vermont,81,56,0.69,18,0.32,0,0,588703,297702
1969,Idaho,80,72,0.90,0,0,0,0,722518,0
1990,Michigan,779,660,0.85,0,0,1,0.00,9526552,0
2005,Iowa,249,228,0.92,228,1.00,0,0,2993509,2946920
